Name,Description,Section,Parent Task,Seção do Manual
7.1.2 Desdobre a meta de novos negócios por time e por vendedor.,"Desdobre a meta de novos negócios por time e por vendedor. Com base na capacidade produtiva atual do time, no ciclo de venda médio (tarefa 3.12) e nas taxas de conversão históricas (tarefa 3.11), calcule quanto cada vendedor precisa fechar por mês para que o time atinja a meta coletiva. Considere diferenças de carteira, maturidade e tempo de casa ao distribuir as metas individuais.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.1. Metas Comerciais Alinhadas aos Objetivos Estratégicos,Seção 7: Gestão de Performance Comercial
7.1.3 Defina metas de indicadores intermediários além da meta de resultado.,"Defina metas de indicadores intermediários além da meta de resultado. A meta de receita é o lagging indicator: mostra o que já aconteceu. Para gestão proativa, defina também as metas de leading indicators por vendedor: volume de prospecções por semana, número de reuniões de descoberta por mês e volume de propostas enviadas por período. Esses indicadores predizem o resultado futuro e permitem intervenção antes que a meta de receita seja comprometida.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.1. Metas Comerciais Alinhadas aos Objetivos Estratégicos,Seção 7: Gestão de Performance Comercial
7.1.4 Comunique o desdobramento para o time com a lógica completa.,"Comunique o desdobramento para o time com a lógica completa. Apresente como a meta individual conecta à meta do time e como a meta do time conecta ao objetivo estratégico da empresa. O vendedor que entende essa cadeia tem mais contexto para priorizar esforços e mais clareza sobre por que a meta foi definida no nível que foi.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.1. Metas Comerciais Alinhadas aos Objetivos Estratégicos,Seção 7: Gestão de Performance Comercial
7.1.5 Valide as metas com cada vendedor individualmente.,"Valide as metas com cada vendedor individualmente. Em sessão de 1-on-1, apresente a meta individual, explique o critério de cálculo e ouça se o vendedor identifica algum obstáculo estrutural que compromete a viabilidade. Metas impostas sem validação têm adesão menor. Metas negociadas com critério têm comprometimento maior.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.1. Metas Comerciais Alinhadas aos Objetivos Estratégicos,Seção 7: Gestão de Performance Comercial
7.1.6 Revise o desdobramento trimestralmente.,"Revise o desdobramento trimestralmente. Mudanças no mercado, na estrutura do time ou na estratégia da empresa podem exigir ajuste nas metas intermediárias mesmo que o objetivo anual permaneça o mesmo. A revisão trimestral garante que as metas continuam refletindo a realidade operacional sem perder conexão com o objetivo estratégico.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.1. Metas Comerciais Alinhadas aos Objetivos Estratégicos,Seção 7: Gestão de Performance Comercial
7.2. Metas Desafiadoras e Alcançáveis Estabelecidas,"TAREFA MACRO
Calibrar as metas comerciais no ponto de equilíbrio entre ambição e realismo, garantindo que o nível de desafio seja suficiente para mobilizar o time sem comprometer a credibilidade do processo de metas. O objetivo é que cada vendedor perceba sua meta como difícil mas possível, e que a liderança tenha critério objetivo para justificar o nível de exigência definido.

LÓGICA E IMPORTÂNCIA
Meta impossível desmotiva antes do mês começar. O vendedor que olha para o número e sabe que não vai chegar para de tentar na segunda semana. Meta fácil acomoda: o vendedor bate no dia 20, desacelera e o potencial do mês é desperdiçado. Os dois erros têm o mesmo efeito prático: o time não entrega o máximo do que é capaz. O ponto de equilíbrio não é intuitivo e varia por vendedor, por momento e por contexto de mercado. Um crescimento de 20% pode ser desafiador para um vendedor em ramp-up e acomodador para um sênior com carteira consolidada. Uma meta agressiva em um mês de sazonalidade baixa pode ser impossível independentemente da competência do time. Calibrar bem exige dados, não apenas percepção. A pesquisa em gestão de performance indica que metas que exigem entre 20% e 30% acima da performance histórica consistente tendem a gerar o melhor equilíbrio entre desafio e alcançabilidade. Abaixo disso, acomodam. Acima disso, desmotivam. Esse é um ponto de partida para calibração, não uma regra rígida. Essa tarefa complementa diretamente a tarefa 7.1, que estrutura o desdobramento das metas. Enquanto a tarefa 7.1 garante que as metas estão conectadas à estratégia, esta garante que estão calibradas na intensidade certa para cada vendedor e momento.

REQUISITOS
- Histórico de performance individual dos últimos 12 meses disponível no CRM. - Metas estratégicas desdobradas por time e vendedor (tarefa 7.1 concluída). - Contexto de mercado e sazonalidade mapeados para o período de vigência das metas. - Liderança comercial com acesso aos dados individuais de performance para calibração.

VALIDAÇÃO
- A performance histórica consistente de cada vendedor foi calculada com exclusão de outliers? - O fator de desafio foi aplicado por perfil de vendedor com critério de diferenciação documentado? - A meta foi validada contra sazonalidade e contexto de mercado do período? - O critério da crença foi testado em 1-on-1 individual com cada vendedor? - A estrutura de meta de piso e meta de teto está definida com percentuais e aceleradores documentados? - A revisão da calibração após 60 dias está prevista com critério de avaliação definido?

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,,Seção 7: Gestão de Performance Comercial
7.2.1 Calcule a performance histórica consistente de cada vendedor.,"Calcule a performance histórica consistente de cada vendedor. Identifique a média de resultado dos últimos seis meses excluindo os dois meses de maior e menor performance (outliers). Esse número representa o que o vendedor entrega em condições normais e é o ponto de partida para calibrar o nível de desafio da meta.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.2. Metas Desafiadoras e Alcançáveis Estabelecidas,Seção 7: Gestão de Performance Comercial
7.2.2 Aplique o fator de desafio sobre a performance histórica.,"Aplique o fator de desafio sobre a performance histórica. Defina o percentual de crescimento esperado acima da performance histórica para cada perfil: vendedores em ramp-up podem ter um fator menor enquanto constroem carteira; vendedores seniores com carteira consolidada podem ter um fator maior. Documente o critério de diferenciação para que a calibração seja justificável e transparente.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.2. Metas Desafiadoras e Alcançáveis Estabelecidas,Seção 7: Gestão de Performance Comercial
7.2.3 Valide a meta contra o contexto externo.,"Valide a meta contra o contexto externo. Verifique se a meta calibrada é compatível com o potencial de mercado disponível no período: sazonalidade histórica do negócio, cenário econômico relevante para o ICP e capacidade de geração de demanda dos canais ativos. Uma meta tecnicamente calculada sobre performance histórica pode ainda ser irrealista se o contexto externo mudou significativamente.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.2. Metas Desafiadoras e Alcançáveis Estabelecidas,Seção 7: Gestão de Performance Comercial
7.2.4 Teste a meta com o critério da crença.,"Teste a meta com o critério da crença. Em 1-on-1 individual, apresente a meta ao vendedor e pergunte diretamente: você acredita que é possível atingir esse número com esforço consistente? Se a resposta for não, investigue a causa: é percepção de mercado, é obstáculo operacional ou é histórico de metas impostas sem critério que comprometeu a confiança no processo? A resposta orienta se a meta precisa ser revisada ou se a conversa é de comprometimento.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.2. Metas Desafiadoras e Alcançáveis Estabelecidas,Seção 7: Gestão de Performance Comercial
7.2.5 Diferencie meta de piso e meta de teto.,"Diferencie meta de piso e meta de teto. Defina a meta de piso como o número mínimo que representa performance adequada e ativa a remuneração variável básica. Defina a meta de teto como o número que representa performance excelente e ativa aceleradores de remuneração. Essa estrutura mantém o desafio para quem já bateu o piso e evita acomodação depois do primeiro objetivo atingido.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.2. Metas Desafiadoras e Alcançáveis Estabelecidas,Seção 7: Gestão de Performance Comercial
7.2.6 Revise a calibração após os primeiros 60 dias de vigência.,"Revise a calibração após os primeiros 60 dias de vigência. Se mais de 80% do time está batendo a meta consistentemente antes do prazo, a meta estava fácil demais. Se menos de 20% está atingindo, estava difícil demais. Qualquer um dos dois cenários exige revisão dos critérios de calibração para o próximo ciclo.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.2. Metas Desafiadoras e Alcançáveis Estabelecidas,Seção 7: Gestão de Performance Comercial
7.3. Forecast Estruturado com Acurácia Superior a 80%,"TAREFA MACRO
Estruturar o processo de forecast comercial com base em dados reais de pipeline, taxas de conversão históricas e capacidade produtiva do time, estabelecendo uma metodologia que produza previsões com acurácia superior a 80% e permita ajustes de rota antes que desvios se tornem crises de resultado.

LÓGICA E IMPORTÂNCIA
Forecast impreciso é mais perigoso do que a ausência de forecast. Quando a liderança confia em uma previsão que sistematicamente erra, toma decisões de contratação, investimento e operação com base em um número que não se confirma. O problema não é o mês que fechou abaixo: é o plano inteiro que foi construído sobre uma base falsa. A causa mais comum de forecast impreciso não é falta de dado: é excesso de otimismo. O vendedor marca o fechamento para o fim do mês porque quer acreditar, não porque o dado sustenta. O gestor soma os pipelines sem aplicar fator de realidade. A liderança recebe o número, ajusta mentalmente para baixo e ainda assim se surpreende quando o resultado chega. Um forecast estruturado elimina o otimismo não fundamentado ao basear a previsão em três variáveis objetivas: o valor das oportunidades em cada etapa do funil, a taxa de conversão histórica de cada etapa e o tempo médio de permanência por etapa em relação ao prazo do período. Esses três números, combinados, produzem uma previsão que reflete o que o pipeline realmente vai converter, não o que o time espera converter. Essa tarefa depende do funil mapeado (tarefa 3.1), das taxas de conversão monitoradas (tarefa 3.11), do ciclo de venda por perfil (tarefa 3.12) e do CRM configurado (tarefa 5.1). O forecast produzido aqui é o insumo central das reuniões comerciais (tarefa 7.4) e dos dashboards de performance (tarefa 7.5).

REQUISITOS
- Funil com etapas, taxas de conversão históricas e tempo médio de permanência definidos (tarefas 3.1 e 3.11 concluídas). - CRM com pipeline atualizado e campo de probabilidade de fechamento por etapa configurado (tarefa 3.4 concluída). - Histórico de forecast versus resultado real dos últimos seis meses para calcular a acurácia atual. - Responsável pela consolidação do forecast definido com acesso ao pipeline completo.

VALIDAÇÃO
- A acurácia atual do forecast foi calculada como linha de base antes da implementação? - A metodologia de forecast por etapa aplica taxas de conversão históricas e fator de tempo? - As três categorias de forecast (commit, provável, possível) estão definidas com critérios e pesos? - O processo de coleta semanal por vendedor com revisão do gestor está estabelecido? - O forecast meeting está na cadência quinzenal ou mensal com pauta definida? - A acurácia mensal está sendo monitorada com análise de causa dos desvios sistemáticos?

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,,Seção 7: Gestão de Performance Comercial
7.3.1 Calcule a acurácia atual do forecast antes de implementar qualquer mudança.,"Calcule a acurácia atual do forecast antes de implementar qualquer mudança. Levante os últimos seis meses de previsão versus resultado real e calcule o desvio médio. Esse número é a linha de base: mostra o tamanho do problema e serve de referência para medir a evolução após a implementação do novo processo.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.3. Forecast Estruturado com Acurácia Superior a 80%,Seção 7: Gestão de Performance Comercial
7.3.2 Defina a metodologia de forecast por etapa do funil.,"Defina a metodologia de forecast por etapa do funil. Para cada etapa, aplique a taxa de conversão histórica ao valor das oportunidades presentes. Uma oportunidade em proposta com taxa histórica de conversão de 40% contribui com 40% do seu valor para o forecast. Multiplique o resultado pelo fator de tempo: oportunidades com ciclo de venda compatível com o prazo do período entram com peso total; oportunidades com ciclo mais longo entram com peso reduzido ou ficam no forecast do período seguinte.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.3. Forecast Estruturado com Acurácia Superior a 80%,Seção 7: Gestão de Performance Comercial
7.3.3 Diferencie as categorias de forecast.,"Diferencie as categorias de forecast. Classifique as oportunidades do pipeline em três categorias: commit (oportunidades que o vendedor garante que fecham no período, com evidência concreta de avanço), provável (oportunidades com alta probabilidade mas ainda sem confirmação do cliente) e possível (oportunidades em negociação sem sinal claro de fechamento no prazo). Cada categoria recebe um peso diferente no cálculo do forecast final.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.3. Forecast Estruturado com Acurácia Superior a 80%,Seção 7: Gestão de Performance Comercial
7.3.4 Estabeleça o processo de coleta do forecast por vendedor.,"Estabeleça o processo de coleta do forecast por vendedor. Semanalmente, cada vendedor atualiza as categorias das suas oportunidades no CRM com justificativa para as classificadas como commit. O gestor revisa as classificações e questiona aquelas sem evidência suficiente antes de consolidar o forecast do time. Essa revisão é o principal mecanismo de calibração do otimismo individual.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.3. Forecast Estruturado com Acurácia Superior a 80%,Seção 7: Gestão de Performance Comercial
7.3.5 Defina o ritual de forecast meeting quinzenal ou mensal.,"Defina o ritual de forecast meeting quinzenal ou mensal. O forecast meeting reúne a liderança comercial para revisar a previsão consolidada, comparar com a meta do período e identificar os gaps que precisam de ação. A pauta deve cobrir: forecast atual versus meta, principais oportunidades de commit com status atualizado, riscos identificados e ações para fechar o gap quando existir.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.3. Forecast Estruturado com Acurácia Superior a 80%,Seção 7: Gestão de Performance Comercial
7.3.6 Monitore a acurácia do forecast mensalmente e ajuste a metodologia quando necessário.,"Monitore a acurácia do forecast mensalmente e ajuste a metodologia quando necessário. Compare a previsão de cada ciclo com o resultado real e identifique se o desvio é sistemático (sempre superestima ou subestima) ou aleatório. Desvio sistemático indica problema na metodologia ou nas taxas de conversão utilizadas. Desvio aleatório indica problema na qualidade dos dados do pipeline.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.3. Forecast Estruturado com Acurácia Superior a 80%,Seção 7: Gestão de Performance Comercial
7.4. Reuniões Comerciais Recorrentes com Foco em Performance,"TAREFA MACRO
Estruturar a cadência de reuniões comerciais recorrentes: pipeline review semanal, análise de forecast mensal e revisão de metas trimestral. Cada reunião deve ter pauta definida, dono responsável pela condução e registro formal de decisões e encaminhamentos. O objetivo é criar um sistema de gestão por ritmo onde os problemas são identificados e tratados na cadência adequada, não quando já viraram crise.

LÓGICA E IMPORTÂNCIA
Reuniões sem estrutura são o principal desperdício de tempo de uma liderança comercial. O time se reúne, cada um fala do que está fazendo, o líder comenta alguns casos e todos saem sem decisão clara, sem encaminhamento registrado e sem clareza sobre o que muda na semana seguinte. Na próxima reunião, os mesmos temas voltam à pauta. O problema não é reunião demais: é reunião sem propósito claro. Cada tipo de reunião comercial responde a uma pergunta diferente e opera em uma janela de tempo diferente. O pipeline review responde: o que está acontecendo agora e o que precisa de ação esta semana? A análise de forecast responde: o que vai acontecer neste mês e o que precisa mudar para fechar o gap? A revisão de metas responde: o que aprendemos neste trimestre e o que precisa mudar na estratégia do próximo? Misturar essas três conversas em uma única reunião semanal é o que produz reuniões longas e improdutivas. Cada conversa tem seu tempo, sua frequência e seus participantes adequados. Separar as cadências é o que torna cada reunião eficiente e acionável. Essa tarefa depende do forecast estruturado (tarefa 7.3), do pipeline monitorado (tarefa 3.5) e da rotina de liderança (tarefa 6.2). Os registros gerados aqui alimentam os dashboards comerciais (tarefa 7.5) e a governança comercial (Seção 8).

REQUISITOS
- Forecast estruturado com metodologia e categorias definidas (tarefa 7.3 concluída). - Pipeline com dados confiáveis e atualizados no CRM (tarefa 3.5 concluída). - Calendário comercial com slots reservados para cada cadência de reunião. - Ferramenta de registro de atas e encaminhamentos acessível a todos os participantes.

VALIDAÇÃO
- Os três tipos de reunião estão estruturados com duração, participantes e pauta fixa definidos? - Os templates de pauta e ata estão criados com tabela de encaminhamentos para cada reunião? - O processo de abertura com revisão de encaminhamentos anteriores está estabelecido para todas as reuniões? - O dono de cada reunião está definido com responsabilidade de condução e registro? - O critério de cancelamento e substituição está documentado por tipo de reunião? - As reuniões estão agendadas no calendário com recorrência fixa e antecedência mínima de 30 dias?

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,,Seção 7: Gestão de Performance Comercial
7.4.1 Estruture o pipeline review semanal.,"Estruture o pipeline review semanal. Duração máxima de 60 minutos. Participantes: gestor comercial e time de vendas. Pauta fixa: volume e valor por etapa do funil comparado ao modelo de pipeline saudável (tarefa 3.5), oportunidades em risco ou estagnadas além do tempo médio de permanência, próximos passos das três a cinco principais oportunidades do período e indicadores de topo de funil da semana (tarefa 2.7). O dono da reunião é o gestor comercial. Cada oportunidade discutida sai com próximo passo registrado no CRM antes do encerramento.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.4. Reuniões Comerciais Recorrentes com Foco em Performance,Seção 7: Gestão de Performance Comercial
7.4.2 Estruture a análise de forecast mensal.,"Estruture a análise de forecast mensal. Duração máxima de 60 minutos. Participantes: gestor comercial e liderança sênior. Pauta fixa: forecast consolidado versus meta do período por categoria (commit, provável, possível), análise do gap entre forecast e meta com identificação de causa, principais riscos de não fechamento das oportunidades de commit e ações corretivas com responsável e prazo. O dono da reunião é o gestor comercial. A reunião não termina sem que o gap entre forecast e meta tenha uma resposta: ou as ações identificadas fecham o gap ou a liderança reconhece o risco e decide como comunicar.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.4. Reuniões Comerciais Recorrentes com Foco em Performance,Seção 7: Gestão de Performance Comercial
7.4.3 Estruture a revisão de metas trimestral.,"Estruture a revisão de metas trimestral. Duração de 90 a 120 minutos. Participantes: liderança comercial, liderança sênior e, quando relevante, responsáveis por marketing e produto. Pauta fixa: resultado do trimestre versus meta com análise de causa dos desvios, revisão das alavancas de crescimento priorizadas (tarefa 1.2) e avaliação de efetividade, ajustes de ICP ou estratégia de canais com base nos dados do trimestre, metas e prioridades do próximo trimestre e agenda de desenvolvimento do time. O dono da reunião é a liderança comercial sênior. As decisões tomadas nessa reunião devem ser registradas e comunicadas ao time em até 48 horas.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.4. Reuniões Comerciais Recorrentes com Foco em Performance,Seção 7: Gestão de Performance Comercial
7.4.4 Crie o template de pauta e ata para cada reunião.,"Crie o template de pauta e ata para cada reunião. Cada template deve conter: data, participantes, indicadores pré-preenchidos do CRM, espaço para discussão por bloco de pauta e tabela de encaminhamentos com coluna de responsável, ação e prazo. O template é preenchido antes da reunião com os dados do CRM e finalizado com os encaminhamentos ao longo da reunião.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.4. Reuniões Comerciais Recorrentes com Foco em Performance,Seção 7: Gestão de Performance Comercial
7.4.5 Defina o processo de abertura de toda reunião.,"Defina o processo de abertura de toda reunião. Os primeiros cinco minutos são dedicados a revisar os encaminhamentos da reunião anterior: o que foi encaminhado, o que foi executado e o que ficou pendente com justificativa. Reuniões que não abrem com essa revisão perdem rastreabilidade e os encaminhamentos viram compromissos sem consequência.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.4. Reuniões Comerciais Recorrentes com Foco em Performance,Seção 7: Gestão de Performance Comercial
7.4.6 Estabeleça o critério de cancelamento e substituição.,"Estabeleça o critério de cancelamento e substituição. Pipeline reviews não devem ser cancelados: se o gestor estiver indisponível, um membro sênior do time conduz. Forecast meetings cancelados devem ser substituídos por uma análise assíncrona com registro escrito enviado à liderança no mesmo dia. Revisões trimestrais não devem ser canceladas sob nenhuma circunstância: são o principal ritual de direcionamento estratégico da operação comercial.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.4. Reuniões Comerciais Recorrentes com Foco em Performance,Seção 7: Gestão de Performance Comercial
7.5. Dashboards Comerciais Dinâmicos e Acessíveis,"TAREFA MACRO
Construir e manter dashboards comerciais organizados por hierarquia de importância, com a North Star Metric em destaque, seguida das métricas de resultado e dos leading indicators. O objetivo é garantir que os indicadores certos estejam sempre visíveis para cada nível da operação e sejam utilizados ativamente nas decisões do dia a dia, não apenas em reuniões de resultado.

LÓGICA E IMPORTÂNCIA
Dashboard que ninguém consulta é relatório com nome diferente. O problema não é falta de dado: na maioria das operações, há dados demais e organização de menos. O vendedor não sabe o que olhar. O gestor tem dez telas abertas e nenhuma responde a pergunta que importa. A liderança recebe um PDF com 30 indicadores e extrai os três que conhece de cor. A hierarquia de indicadores resolve esse problema ao definir o que é mais importante antes de construir qualquer tela. A North Star Metric fica no topo porque orienta decisões estratégicas. As métricas de resultado ficam no segundo nível porque mostram o que já aconteceu. Os leading indicators ficam no terceiro nível porque mostram o que vai acontecer. Cada nível tem uma função diferente e uma audiência diferente. Um dashboard bem construído reduz o tempo de tomada de decisão porque a informação relevante está onde precisa estar, atualizada automaticamente e organizada para responder perguntas específicas. O gestor que abre o dashboard no início da reunião de pipeline deve conseguir identificar os principais pontos de atenção em menos de dois minutos. Essa tarefa depende do CRM configurado (tarefa 5.1), do BI estruturado (tarefa 5.5) e da hierarquia de métricas (tarefa 7.6). Os dashboards construídos aqui são o principal instrumento visual das reuniões comerciais recorrentes (tarefa 7.4).

REQUISITOS
- CRM com dados confiáveis e atualizados automaticamente (tarefa 5.1 concluída). - North Star Metric definida (tarefa 1.3 concluída). - Hierarquia de métricas comerciais estabelecida (tarefa 7.6 como referência). - Ferramenta de BI ou dashboard nativo do CRM disponível para configuração.

VALIDAÇÃO
- Os três níveis de indicadores foram definidos por perfil de usuário antes da construção dos painéis? - O dashboard do vendedor mostra orientação de ação com leads, oportunidades e próximas tarefas? - O dashboard do gestor mostra diagnóstico de pipeline com comparativo ao modelo saudável e forecast? - O dashboard da liderança mostra tendência estratégica com North Star Metric, NRR e alertas preditivos? - A atualização automática está configurada com frequência definida por tipo de dado? - O protocolo de uso dos dashboards nas reuniões está estabelecido com abertura obrigatória no início?

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,,Seção 7: Gestão de Performance Comercial
7.5.1 Defina os três níveis de indicadores por perfil de usuário antes de construir qualquer tela.,"Defina os três níveis de indicadores por perfil de usuário antes de construir qualquer tela. Para o vendedor: leading indicators individuais (atividades realizadas, leads contatados, reuniões agendadas) e métricas de resultado pessoal (pipeline, conversão e meta). Para o gestor: visão consolidada do time com pipeline por etapa, forecast, taxas de conversão e indicadores de topo de funil. Para a liderança sênior: North Star Metric, NRR, CAC, LTV, forecast versus meta e tendências de crescimento. Cada perfil tem sua tela construída com os indicadores do seu nível de decisão.

SUGESTÃO DE RESPONSÁVEL
Empresa pequena: Gestor comercial ou sócio responsável pelo resultado. Empresa média: Gerente de Vendas ou Coordenador de Performance Comercial. Empresa grande: Head de Sales Performance ou Revenue Operations Manager.",Seção 7: Gestão de Performance Comercial,7.5. Dashboards Comerciais Dinâmicos e Acessíveis,Seção 7: Gestão de Performance Comercial
